id,by_user,liked_post,liked_date
1752,58,305,2020/04/23
3331,18,536,2020/04/22
1874,35,790,2020/04/22
105,56,918,2020/04/22
4939,27,95,2020/04/22
3016,60,371,2020/04/22
3617,91,386,2020/04/22
2854,60,823,2020/04/22
253,49,386,2020/04/22
4468,13,952,2020/04/21
3728,17,999,2020/04/21
3032,1,995,2020/04/21
4457,35,229,2020/04/20
2941,28,371,2020/04/20
3705,25,145,2020/04/19
4315,9,257,2020/04/19
1919,79,717,2020/04/18
4838,18,192,2020/04/18
2594,48,316,2020/04/18
1428,45,805,2020/04/18
3456,63,70,2020/04/18
3904,100,481,2020/04/16
4449,97,577,2020/04/16
4338,67,438,2020/04/15
119,30,80,2020/04/15
2908,12,447,2020/04/14
1442,100,425,2020/04/14
3474,56,177,2020/04/14
2219,67,54,2020/04/13
3941,96,6,2020/04/13
561,74,360,2020/04/13
4728,2,553,2020/04/13
233,41,659,2020/04/13
3722,16,158,2020/04/13
430,99,321,2020/04/13
4491,88,917,2020/04/13
2776,74,250,2020/04/12
4533,34,530,2020/04/12
3376,48,659,2020/04/12
1854,45,75,2020/04/12
3484,57,377,2020/04/12
1400,3,973,2020/04/12
2159,67,528,2020/04/11
2232,69,532,2020/04/11
1219,34,317,2020/04/11
1012,28,823,2020/04/11
4309,61,469,2020/04/11
1707,15,278,2020/04/11
3216,10,628,2020/04/11
3531,67,687,2020/04/10
1627,57,549,2020/04/09
1626,29,574,2020/04/09
4222,73,177,2020/04/09
2608,65,13,2020/04/09
3491,44,881,2020/04/09
4256,35,817,2020/04/09
3209,64,582,2020/04/09
3194,35,159,2020/04/09
4221,6,77,2020/04/09
3933,31,91,2020/04/09
2810,80,397,2020/04/08
305,94,935,2020/04/08
572,89,413,2020/04/08
1540,13,66,2020/04/08
2479,93,480,2020/04/08
1296,98,947,2020/04/08
257,33,939,2020/04/07
3710,18,374,2020/04/07
1216,41,887,2020/04/07
3048,36,837,2020/04/06
4082,50,189,2020/04/06
4040,39,874,2020/04/06
3627,67,670,2020/04/06
2014,43,189,2020/04/06
613,38,758,2020/04/06
2169,92,731,2020/04/06
1197,9,259,2020/04/06
2697,31,388,2020/04/06
4199,19,428,2020/04/05
351,65,508,2020/04/05
2802,50,446,2020/04/05
3313,38,211,2020/04/05
1224,92,257,2020/04/05
1412,5,124,2020/04/05
3866,37,828,2020/04/05
1890,9,698,2020/04/04
1347,27,978,2020/04/04
1233,80,736,2020/04/03
1839,25,537,2020/04/03
2387,37,391,2020/04/03
1823,34,177,2020/04/03
1736,20,617,2020/04/03
994,43,532,2020/04/03
1725,9,753,2020/04/02
1496,46,983,2020/04/02
1716,89,407,2020/04/02
34,90,449,2020/04/02
2116,51,756,2020/04/02
4088,65,867,2020/04/01
4055,37,294,2020/04/01
979,73,218,2020/04/01
1754,19,3,2020/04/01
826,6,251,2020/04/01
1571,40,412,2020/04/01
4725,1,367,2020/04/01
920,76,228,2020/03/31
1464,2,805,2020/03/31
190,39,602,2020/03/31
176,9,668,2020/03/31
3782,88,482,2020/03/30
1026,19,641,2020/03/30
2517,69,863,2020/03/30
4215,100,786,2020/03/30
4095,86,817,2020/03/29
3105,36,151,2020/03/29
191,53,472,2020/03/29
363,54,475,2020/03/29
3466,84,358,2020/03/28
1497,27,227,2020/03/28
3707,72,506,2020/03/28
3396,82,813,2020/03/28
4906,13,403,2020/03/27
2553,84,175,2020/03/27
2755,36,134,2020/03/27
1416,8,967,2020/03/27
1819,18,802,2020/03/27
933,76,54,2020/03/26
4090,34,719,2020/03/26
3127,86,275,2020/03/26
4495,41,779,2020/03/26
1697,91,346,2020/03/25
549,40,448,2020/03/25
1472,72,867,2020/03/25
923,71,490,2020/03/25
2993,84,403,2020/03/25
3768,88,878,2020/03/24
3887,74,358,2020/03/24
376,97,558,2020/03/24
4176,94,694,2020/03/23
2221,12,9,2020/03/23
3869,26,233,2020/03/23
4861,91,684,2020/03/23
356,98,570,2020/03/22
3478,33,934,2020/03/22
2484,7,326,2020/03/21
1734,1,555,2020/03/21
4778,97,200,2020/03/21
2041,80,229,2020/03/21
3364,74,158,2020/03/21
3562,15,69,2020/03/20
1476,66,338,2020/03/20
752,23,337,2020/03/20
919,71,591,2020/03/20
2419,78,853,2020/03/20
1354,61,857,2020/03/20
729,4,915,2020/03/20
2267,28,813,2020/03/19
2714,63,111,2020/03/19
1328,64,427,2020/03/19
692,94,902,2020/03/19
469,39,502,2020/03/19
988,13,938,2020/03/19
2306,70,804,2020/03/19
1031,21,940,2020/03/18
880,29,542,2020/03/18
266,60,482,2020/03/17
886,67,731,2020/03/17
4810,76,629,2020/03/17
2783,51,716,2020/03/17
1769,35,859,2020/03/17
3645,17,892,2020/03/16
65,85,345,2020/03/16
2686,36,571,2020/03/16
4234,100,543,2020/03/16
892,56,311,2020/03/15
3657,17,581,2020/03/15
3942,44,758,2020/03/15
1454,4,613,2020/03/15
1525,69,994,2020/03/15
3913,54,274,2020/03/14
498,56,260,2020/03/14
2359,54,844,2020/03/13
4119,26,802,2020/03/13
520,79,650,2020/03/12
3343,8,124,2020/03/12
1182,39,707,2020/03/12
3878,5,966,2020/03/12
3695,36,772,2020/03/12
451,97,202,2020/03/11
4431,70,554,2020/03/11
4751,79,521,2020/03/11
1379,18,615,2020/03/11
2220,22,99,2020/03/10
3152,15,558,2020/03/10
3239,28,143,2020/03/10
4334,55,521,2020/03/10
4737,39,102,2020/03/09
2635,12,550,2020/03/09
339,21,147,2020/03/09
3005,28,755,2020/03/09
3311,29,137,2020/03/09
3090,5,490,2020/03/08
4953,48,162,2020/03/08
1208,27,627,2020/03/08
159,11,943,2020/03/08
1403,51,722,2020/03/07
2992,26,166,2020/03/07
3939,62,795,2020/03/07
1037,11,781,2020/03/07
566,56,37,2020/03/07
1997,11,222,2020/03/06
2576,47,175,2020/03/06
2615,65,563,2020/03/06
1988,72,469,2020/03/06
652,70,149,2020/03/05
1338,16,316,2020/03/05
1760,42,852,2020/03/05
1481,65,376,2020/03/05
4872,94,624,2020/03/04
4791,6,891,2020/03/04
4876,6,554,2020/03/03
1061,53,157,2020/03/03
3067,6,845,2020/03/03
1284,52,695,2020/03/03
4325,97,367,2020/03/03
1804,61,577,2020/03/03
4605,8,123,2020/03/03
2944,79,380,2020/03/03
2640,49,230,2020/03/02
1437,2,442,2020/03/02
1201,20,24,2020/03/02
5,82,582,2020/03/02
3175,4,207,2020/03/02
1617,27,960,2020/03/01
2789,78,7,2020/03/01
3027,97,82,2020/03/01
1599,66,245,2020/03/01
2718,24,700,2020/03/01
2305,37,721,2020/03/01
3332,26,560,2020/02/29
3984,88,952,2020/02/29
1768,98,742,2020/02/28
2449,70,883,2020/02/28
1277,67,182,2020/02/28
1913,27,963,2020/02/27
4038,98,241,2020/02/27
3845,3,912,2020/02/27
2637,40,278,2020/02/27
1446,42,629,2020/02/27
3471,12,199,2020/02/27
4216,11,181,2020/02/27
2012,77,270,2020/02/26
3440,50,632,2019/07/22
3529,38,695,2020/02/25
4983,31,181,2020/02/25
4846,78,444,2020/02/25
1193,81,996,2020/02/25
2196,8,472,2020/02/25
2235,52,880,2020/02/25
1853,83,515,2020/02/25
3386,46,779,2020/02/25
2934,53,436,2020/02/24
2258,34,916,2020/02/24
4845,46,77,2020/02/24
1650,89,780,2020/02/24
3310,94,520,2020/02/24
4757,63,174,2020/02/23
2098,5,939,2020/02/23
4163,88,528,2020/02/23
4175,75,994,2020/02/23
3842,4,740,2020/02/23
1564,19,28,2020/02/23
3852,52,780,2020/02/23
1703,45,147,2020/02/23
2145,60,576,2020/02/22
524,52,383,2020/02/22
697,59,517,2020/02/22
1288,60,67,2020/02/22
642,59,7,2020/02/22
262,18,511,2020/02/22
1992,80,825,2020/02/22
3894,41,62,2020/02/21
1304,68,528,2020/02/21
2725,91,326,2020/02/21
4658,20,766,2020/02/20
4485,88,173,2020/02/20
3574,77,695,2020/02/20
4155,68,800,2020/02/20
1947,64,164,2020/02/20
3447,86,264,2020/02/19
1432,75,175,2020/02/19
60,60,277,2020/02/18
738,20,875,2020/02/18
1742,54,16,2020/02/17
359,32,947,2020/02/17
108,59,680,2020/02/16
3234,2,248,2020/02/16
4804,66,145,2020/02/16
2715,83,457,2020/02/16
3031,80,299,2020/02/16
3013,70,637,2020/02/16
3285,99,81,2020/02/15
4713,52,794,2020/02/15
782,94,818,2020/02/15
2629,86,183,2020/02/14
1160,90,892,2020/02/14
1520,1,752,2020/02/14
829,81,302,2020/02/14
4269,1,433,2020/02/13
2547,91,225,2020/02/13
4194,29,726,2020/02/13
4443,68,838,2020/02/13
2011,30,751,2020/02/13
712,28,637,2020/02/12
3252,42,936,2020/02/12
937,70,740,2020/02/12
2043,14,712,2020/02/12
537,27,495,2020/02/11
3872,9,123,2020/02/11
2508,31,744,2020/02/11
909,17,434,2020/02/11
1705,90,333,2020/02/11
1027,40,858,2020/02/10
26,6,311,2020/02/10
2205,71,908,2020/02/10
515,41,851,2020/02/10
4286,37,788,2020/02/09
3959,68,663,2020/02/09
4637,35,31,2020/02/09
1808,8,111,2020/02/09
4079,98,616,2020/02/08
4397,91,752,2020/02/08
399,51,809,2020/02/08
974,71,515,2020/02/07
650,46,632,2018/11/22
3634,24,202,2020/02/06
3724,99,513,2020/02/06
3791,86,734,2020/02/05
1825,70,431,2020/02/05
965,34,85,2020/02/05
4780,3,997,2020/02/05
670,45,486,2020/02/04
4317,49,867,2020/02/04
1352,55,141,2020/02/04
3187,17,609,2020/02/04
1668,91,999,2020/02/04
775,39,473,2020/02/03
161,8,881,2020/02/03
3886,84,626,2020/02/02
2577,67,601,2020/02/02
4148,4,271,2020/02/02
565,91,433,2020/02/02
4753,59,772,2020/02/02
3545,85,671,2020/02/02
1324,72,901,2020/02/02
4033,80,539,2020/02/01
4560,89,248,2020/02/01
1453,88,174,2020/02/01
3977,46,120,2020/01/31
4937,68,230,2020/01/31
2366,74,858,2020/01/31
1452,60,252,2020/01/30
1964,57,317,2020/01/29
2437,59,322,2020/01/29
3367,6,139,2020/01/29
501,86,737,2020/01/29
3739,84,75,2020/01/28
2834,51,912,2020/01/28
1116,37,495,2020/01/28
2090,51,55,2020/01/28
1619,83,846,2020/01/27
675,36,539,2020/01/27
4978,30,38,2020/01/27
4550,40,937,2020/01/27
3625,67,77,2020/01/27
3610,30,734,2020/01/26
3747,26,963,2020/01/26
2333,10,681,2020/01/26
4482,7,982,2020/01/26
2620,13,520,2020/01/25
4078,6,362,2020/01/23
4802,98,68,2020/01/23
4240,10,416,2020/01/23
280,58,902,2020/01/23
254,46,659,2020/01/23
1985,36,630,2020/01/23
2206,22,773,2020/01/22
255,3,643,2020/01/22
4634,94,292,2020/01/22
1664,44,556,2020/01/22
4824,27,159,2020/01/21
2790,43,864,2020/01/20
3173,3,867,2020/01/20
426,61,978,2020/01/20
2769,15,155,2020/01/20
2474,40,835,2020/01/19
2500,61,978,2020/01/19
79,66,373,2020/01/19
1748,72,524,2020/01/19
2785,78,307,2020/01/18
4718,4,340,2020/01/18
2651,47,599,2020/01/18
1103,30,346,2020/01/18
4369,47,132,2020/01/18
4812,91,629,2020/01/17
3564,13,402,2020/01/17
12,47,544,2020/01/16
4613,76,28,2020/01/16
522,53,878,2020/01/16
1351,73,921,2020/01/16
4770,91,89,2020/01/16
4487,75,826,2020/01/16
4343,29,369,2020/01/16
4470,95,676,2020/01/15
2639,35,962,2020/01/15
2285,93,705,2020/01/15
3588,61,785,2020/01/15
2372,5,178,2020/01/15
383,77,17,2020/01/14
3989,27,570,2020/01/14
1634,73,878,2020/01/14
3729,86,909,2020/01/14
2180,70,298,2020/01/14
4689,63,488,2020/01/14
1744,9,996,2020/01/13
229,62,861,2020/01/13
3741,80,987,2020/01/12
225,17,883,2020/01/12
4238,43,722,2020/01/12
2910,2,354,2020/01/12
3609,50,309,2020/01/12
600,80,849,2020/01/12
4337,65,778,2020/01/10
2210,76,837,2020/01/10
4887,62,813,2020/01/10
1439,77,182,2020/01/10
4092,89,353,2020/01/09
3494,23,712,2020/01/09
2920,22,240,2020/01/09
2172,65,562,2020/01/09
2383,55,694,2020/01/09
1449,32,220,2020/01/09
3418,85,184,2020/01/09
1255,24,54,2020/01/08
921,34,723,2020/01/08
2114,22,834,2020/01/08
4489,46,13,2020/01/08
1395,52,617,2020/01/08
4800,46,304,2020/01/08
3946,45,5,2020/01/08
3796,63,60,2020/01/07
2786,42,977,2020/01/07
2515,46,400,2020/01/07
4147,64,199,2020/01/07
2077,91,452,2020/01/07
427,10,708,2020/01/06
2092,37,991,2020/01/06
1621,13,156,2020/01/06
25,14,966,2020/01/06
4670,94,303,2020/01/06
1613,49,625,2020/01/05
2215,7,588,2020/01/05
241,62,67,2020/01/05
2393,1,533,2020/01/04
41,27,483,2020/01/04
1022,11,739,2020/01/04
1885,87,898,2020/01/04
612,97,945,2020/01/04
2965,35,209,2020/01/04
2546,95,733,2020/01/04
3534,22,796,2020/01/03
518,96,524,2020/01/03
4423,76,517,2020/01/03
4942,73,431,2020/01/02
1462,10,776,2020/01/02
2754,11,678,2020/01/02
1875,97,126,2020/01/02
1363,5,40,2020/01/01
3306,76,31,2020/01/01
709,25,437,2020/01/01
1017,40,923,2019/12/31
1984,9,149,2019/12/31
3223,13,98,2019/12/30
1553,73,91,2019/12/30
4653,45,749,2019/12/30
2602,84,66,2019/12/30
53,31,656,2019/12/30
3988,53,872,2019/12/30
3815,81,588,2019/12/29
963,95,228,2019/12/29
2990,68,367,2019/12/29
4195,26,572,2019/12/29
3957,48,174,2019/12/29
4537,46,357,2019/12/29
2864,34,121,2019/12/28
2368,69,986,2019/12/28
2231,40,101,2019/12/28
3004,52,83,2019/12/28
1970,31,127,2019/12/27
3550,37,877,2019/12/27
3620,31,650,2019/12/27
3340,54,211,2019/12/27
2002,68,579,2019/12/27
618,82,243,2019/12/26
4525,14,776,2019/12/26
2128,34,12,2019/12/26
4515,42,512,2019/12/26
685,86,760,2019/12/26
3678,6,720,2019/12/26
3323,56,746,2019/12/25
3369,78,157,2019/12/25
3684,12,729,2019/12/25
959,24,879,2019/12/25
653,26,356,2019/12/25
4996,69,422,2019/12/25
1360,96,788,2019/12/25
3213,33,840,2019/12/25
3584,2,669,2019/12/24
2979,44,572,2019/12/24
2423,13,278,2019/12/24
312,45,620,2019/12/23
3444,52,754,2019/12/23
4380,67,544,2019/12/23
3365,24,640,2019/12/23
3341,59,168,2019/12/23
540,17,215,2019/12/23
2003,52,496,2019/12/22
2401,65,486,2019/12/22
3740,13,434,2019/12/21
2304,17,110,2019/12/21
3505,32,590,2019/12/20
4829,44,120,2019/12/20
3667,98,115,2019/12/20
1262,51,648,2019/12/20
4984,11,620,2019/12/19
295,23,267,2019/12/19
2073,73,970,2019/12/19
568,67,3,2019/12/19
2060,17,752,2019/12/18
2744,42,165,2019/12/18
2898,93,377,2019/12/18
4850,21,910,2019/12/18
155,54,343,2019/12/18
3098,31,534,2019/12/18
3911,63,791,2019/12/18
2491,66,585,2019/12/17
3258,37,21,2019/12/17
2040,3,902,2019/12/17
4941,92,765,2019/12/17
2294,100,148,2019/12/16
2969,65,607,2019/12/16
1383,46,275,2019/12/16
698,30,113,2019/12/16
1869,18,783,2019/12/16
1319,88,871,2019/12/16
827,37,181,2019/12/16
4407,77,19,2019/12/14
433,79,734,2019/12/14
2039,82,567,2019/12/14
1221,93,33,2019/12/14
595,45,313,2019/12/14
2465,90,933,2019/12/13
4580,69,542,2019/12/13
3088,14,386,2019/12/13
4834,9,28,2019/12/13
3488,96,593,2019/12/13
4310,37,87,2019/12/13
4217,80,60,2019/12/12
75,28,372,2019/12/12
3905,11,878,2019/12/12
3387,7,317,2019/12/12
694,24,285,2019/12/12
830,83,93,2019/12/11
3003,53,722,2019/12/11
1340,69,707,2019/12/11
2591,64,663,2019/12/11
4801,84,372,2019/12/11
4293,20,648,2019/12/10
367,30,884,2019/12/10
3096,43,844,2019/12/10
1562,32,22,2019/12/10
1461,44,62,2019/12/10
4349,98,256,2019/12/10
204,4,630,2019/12/10
2157,57,502,2019/12/09
597,47,189,2019/12/09
3983,20,883,2019/12/09
408,68,177,2019/12/09
394,23,339,2019/12/09
2178,55,873,2019/12/08
267,38,872,2019/12/08
4736,70,619,2019/12/08
1918,27,376,2019/12/08
4894,64,156,2019/12/07
2404,22,290,2019/12/06
2711,82,884,2019/12/06
813,91,606,2019/12/06
2794,88,210,2019/12/06
499,28,763,2019/12/06
2856,28,870,2019/12/05
4187,57,690,2019/12/05
1568,88,77,2019/12/05
2857,71,235,2019/12/05
2155,14,48,2019/12/05
3395,94,489,2019/12/05
2933,92,19,2019/12/05
4614,57,941,2019/12/05
4554,6,436,2019/12/04
2904,90,74,2019/12/04
3111,73,820,2019/12/04
3856,80,926,2019/12/04
63,29,683,2019/12/04
125,76,778,2019/12/03
2652,32,923,2019/12/03
571,63,852,2019/12/02
1923,94,438,2019/12/02
1921,61,411,2019/12/02
1349,20,28,2019/12/02
135,54,207,2019/12/02
4582,95,731,2019/12/02
3007,20,517,2019/12/01
4248,49,272,2019/12/01
1630,5,668,2019/11/30
192,5,951,2019/11/30
2290,62,293,2019/11/30
4990,38,752,2019/11/30
2964,46,984,2019/11/30
838,68,736,2019/11/30
4084,75,380,2019/11/30
3876,56,52,2019/11/30
1087,74,647,2019/11/29
379,78,946,2019/11/29
4874,13,769,2019/11/29
3642,39,333,2019/11/28
1611,29,349,2019/11/28
364,13,795,2019/11/27
1989,86,983,2019/11/27
1146,60,330,2019/11/27
4445,46,957,2019/11/27
773,25,386,2019/11/26
2852,99,555,2019/11/26
1665,33,341,2019/11/25
592,37,63,2019/11/25
240,78,398,2019/11/25
1226,91,196,2019/11/25
258,27,855,2019/11/25
1268,93,289,2019/11/25
4579,24,460,2019/11/25
4863,81,22,2019/11/24
2323,48,171,2019/11/24
640,80,794,2019/11/24
2538,40,29,2019/11/24
1773,31,897,2019/11/23
1544,91,108,2019/11/23
4539,95,985,2019/11/23
2558,42,909,2019/11/23
868,26,878,2019/11/22
894,1,567,2019/11/22
3231,72,535,2019/11/22
3960,22,674,2019/11/22
1514,84,719,2019/11/22
2955,11,184,2019/11/21
4724,7,591,2019/11/21
2666,68,796,2019/11/21
2146,86,207,2019/11/21
3652,99,194,2019/11/20
1327,27,557,2019/11/20
3694,68,317,2019/11/19
2751,86,102,2019/11/19
4710,30,60,2019/11/19
1799,87,73,2019/11/19
398,90,831,2019/11/19
3210,91,152,2019/11/19
3318,72,517,2019/11/18
4463,91,458,2019/11/18
149,36,849,2019/11/18
1672,86,536,2019/11/17
2607,30,76,2019/11/17
2392,82,466,2019/11/17
4719,55,921,2019/11/17
2301,51,961,2019/11/17
81,91,679,2019/11/17
1930,66,149,2019/11/17
3849,39,132,2019/11/17
3083,15,856,2019/11/16
1642,52,828,2019/11/16
459,2,864,2019/11/15
1847,91,3,2019/11/15
4244,57,109,2019/11/15
2719,10,708,2019/11/15
3500,46,632,2018/10/09
2216,49,75,2019/11/15
4963,85,576,2019/11/15
2059,22,840,2019/11/14
2947,66,994,2019/11/14
2100,25,893,2019/11/13
4920,80,220,2019/11/13
4502,88,95,2019/11/12
102,71,761,2019/11/12
2256,20,804,2019/11/12
3162,4,117,2019/11/12
2010,33,357,2019/11/12
1256,31,223,2019/11/12
3525,46,877,2019/11/12
1372,99,830,2019/11/12
1927,85,840,2019/11/12
118,25,75,2019/11/11
3953,6,355,2019/11/11
3261,16,167,2019/11/11
736,85,318,2019/11/11
2628,68,392,2019/11/11
4366,85,141,2019/11/11
2072,15,771,2019/11/10
463,56,389,2019/11/10
3121,87,115,2019/11/10
757,75,365,2019/11/10
2931,50,286,2019/11/10
20,18,822,2019/11/10
3228,84,682,2019/11/10
1952,15,332,2019/11/09
287,91,614,2021/02/25
4702,7,873,2019/11/09
3994,70,702,2019/11/08
2046,56,165,2019/11/08
3273,64,218,2019/11/08
1254,98,264,2019/11/08
3698,95,490,2019/11/07
3041,56,802,2019/11/07
1311,50,399,2019/11/07
196,28,98,2019/11/06
3379,53,791,2019/11/06
1150,52,132,2019/11/06
3622,45,385,2019/11/06
72,36,892,2019/11/06
45,24,403,2019/11/06
4370,56,161,2019/11/05
3130,22,456,2019/11/05
4688,41,293,2019/11/05
2051,10,890,2019/11/05
1689,17,960,2019/11/04
659,2,187,2019/11/04
1195,29,479,2019/11/04
771,36,662,2019/11/04
3322,10,527,2019/11/03
4597,3,535,2019/11/03
1267,82,154,2019/11/03
4931,33,363,2019/11/03
4588,79,882,2019/11/02
3594,66,157,2019/11/02
4888,47,703,2019/11/02
3383,11,379,2019/11/02
3351,44,973,2019/11/01
3337,48,449,2019/11/01
4447,89,37,2019/10/31
594,89,853,2019/10/31
3151,58,972,2019/10/31
856,100,990,2019/10/31
1388,69,657,2019/10/31
1336,47,76,2019/10/31
4378,80,729,2019/10/30
2809,25,461,2019/10/30
2729,77,672,2019/10/30
3860,91,152,2019/10/29
4981,23,703,2019/10/28
696,60,852,2019/10/28
1943,42,720,2019/10/28
4213,83,413,2019/10/28
3794,22,42,2019/10/28
4505,34,269,2020/08/21
2223,68,518,2019/10/28
2135,90,464,2019/10/27
2024,17,324,2019/10/27
1787,15,391,2019/10/27
1315,36,208,2019/10/27
4476,45,337,2019/10/27
2147,42,247,2019/10/27
4493,31,217,2019/10/26
3372,46,374,2019/10/26
3178,72,607,2019/10/26
410,99,765,2019/10/25
374,44,100,2019/10/25
2395,16,283,2019/10/25
4945,92,519,2019/10/25
2144,96,891,2019/10/25
711,32,764,2019/10/25
392,7,30,2019/10/25
3819,78,45,2019/10/24
274,69,159,2019/10/24
4109,44,49,2019/10/24
3755,92,433,2019/10/24
317,92,740,2019/10/24
1368,43,799,2019/10/23
1753,100,869,2019/10/23
3681,99,343,2019/10/23
486,91,94,2019/10/23
1608,47,903,2019/10/22
3292,86,240,2019/10/22
2694,81,872,2019/10/22
461,1,613,2019/10/22
1691,23,707,2019/10/22
1593,26,410,2019/10/22
324,18,786,2019/10/21
4258,63,876,2019/10/21
2648,94,701,2019/10/21
3861,62,288,2019/10/21
2695,59,367,2019/10/21
2514,40,938,2019/10/21
1693,56,190,2019/10/21
3748,59,762,2019/10/20
212,54,837,2019/10/20
2970,68,659,2019/10/20
1833,91,888,2019/10/20
2775,68,508,2019/10/19
1313,36,44,2019/10/19
4956,27,460,2019/10/19
4311,63,801,2019/10/19
396,27,86,2019/10/19
1907,34,873,2019/10/19
2030,49,458,2019/10/18
678,21,837,2019/10/18
4094,46,526,2019/10/18
3023,97,911,2019/10/18
2224,27,762,2019/10/18
2120,11,605,2019/10/18
1832,81,589,2019/10/18
635,70,881,2019/10/17
273,98,188,2019/10/17
2888,7,443,2019/10/17
851,52,982,2019/10/17
644,73,949,2019/10/17
2295,53,267,2019/10/17
3561,62,658,2019/10/17
4835,75,190,2019/10/17
1726,28,711,2019/10/16
4323,29,431,2019/10/16
2528,31,348,2019/10/16
3639,4,999,2019/10/16
2052,91,708,2019/10/16
3134,5,775,2019/10/16
1081,31,865,2019/10/15
3975,25,561,2019/10/15
1755,1,30,2019/10/15
625,42,537,2019/10/15
4905,60,209,2019/10/15
855,23,276,2019/10/15
1480,7,893,2019/10/15
145,12,444,2019/10/14
349,30,283,2019/10/13
4480,57,302,2019/10/13
2881,50,536,2019/10/13
1915,64,451,2019/10/13
4857,43,622,2019/10/13
978,21,633,2019/10/13
4243,5,651,2019/10/13
2433,74,44,2019/10/13
1148,16,100,2019/10/12
1524,56,739,2019/10/12
447,10,543,2019/10/12
2559,65,948,2019/10/12
4853,44,614,2020/12/01
3147,95,55,2019/10/11
4663,7,835,2019/10/11
1704,60,629,2019/10/11
138,51,549,2019/10/11
1802,47,741,2018/09/16
4121,31,970,2019/10/10
2230,70,615,2019/10/10
3720,42,447,2019/10/10
2399,40,63,2019/10/10
4889,79,717,2019/10/10
1502,45,649,2019/10/09
3774,18,892,2019/10/09
4735,16,243,2019/10/08
2842,16,130,2019/10/08
1214,25,862,2019/10/08
3920,14,876,2019/10/08
4097,75,456,2019/10/08
3547,14,258,2019/10/07
2764,84,354,2019/10/07
2749,20,377,2019/10/07
3839,65,361,2019/10/07
1474,69,840,2019/10/07
548,85,202,2019/10/06
4844,46,810,2019/10/06
1750,77,488,2019/10/06
1909,48,447,2019/10/06
505,28,923,2019/10/05
3141,76,728,2019/10/05
4610,15,735,2019/10/04
276,62,356,2019/10/04
381,58,987,2019/10/04
3279,95,361,2019/10/04
1285,79,283,2019/10/03
1489,82,786,2019/10/03
4563,35,59,2019/10/03
2296,91,311,2019/10/03
2006,54,345,2019/10/03
2396,52,122,2018/10/27
4919,54,716,2019/10/03
3316,12,643,2019/10/03
3039,100,820,2019/10/02
1979,51,343,2019/10/02
2005,76,475,2019/10/02
1537,47,477,2019/10/02
531,37,846,2019/10/01
1102,2,288,2019/10/01
1271,40,618,2019/10/01
3749,87,184,2019/10/01
4350,81,163,2019/10/01
2234,14,427,2019/10/01
4058,51,26,2019/10/01
2158,42,805,2019/10/01
3874,86,766,2019/09/30
1579,65,142,2019/09/30
4726,14,26,2019/09/30
4389,58,289,2019/09/30
1281,11,993,2019/09/30
491,56,951,2019/09/29
423,13,260,2019/09/29
1302,28,179,2019/09/29
1556,91,521,2019/09/29
1990,29,553,2019/09/29
547,81,154,2019/09/29
998,24,694,2019/09/29
4047,14,887,2019/09/29
3412,92,20,2019/09/29
1138,7,961,2019/09/28
1987,79,566,2019/09/28
3091,48,700,2019/09/27
226,71,922,2019/09/27
2959,38,532,2019/09/27
1673,44,959,2019/09/27
3971,9,584,2019/09/27
3752,49,244,2019/09/27
3763,27,289,2019/09/27
810,8,508,2019/09/27
1793,23,516,2019/09/26
1772,78,842,2019/09/26
4214,78,23,2019/09/26
4106,98,822,2019/09/26
1279,9,471,2019/09/25
2026,29,633,2019/09/25
4841,36,480,2019/09/24
3507,35,810,2019/09/24
2032,77,236,2019/09/24
4522,70,3,2019/09/24
4254,87,932,2019/09/23
718,94,562,2019/09/23
2167,91,56,2019/09/23
4008,21,765,2019/09/23
684,80,762,2019/09/23
2678,92,83,2019/09/22
2578,53,958,2019/09/22
3993,80,606,2019/09/22
525,93,728,2019/09/21
4534,40,608,2019/09/21
1747,39,848,2019/09/21
1248,74,274,2019/09/21
679,27,565,2019/09/21
2956,15,861,2019/09/21
3699,62,786,2019/09/21
1151,6,816,2019/09/20
1842,94,884,2019/09/20
173,73,972,2019/09/20
56,54,476,2019/09/20
4253,5,36,2019/09/20
3566,95,345,2019/09/20
2148,92,302,2019/09/20
3253,70,467,2019/09/20
966,62,367,2019/09/19
2720,14,302,2019/09/19
3394,46,332,2019/09/19
4045,57,22,2019/09/19
3043,80,610,2019/09/19
3116,36,659,2019/09/19
227,30,671,2019/09/18
4994,32,649,2019/09/18
2263,52,560,2019/09/18
4635,30,197,2019/09/18
1586,67,226,2019/09/18
2520,11,874,2019/09/18
2255,47,629,2019/09/17
2386,61,936,2019/09/17
4875,60,45,2019/09/17
714,71,552,2019/09/17
1213,14,534,2019/09/17
3095,80,296,2019/09/17
2502,33,440,2019/09/17
2001,33,918,2019/09/17
3211,17,264,2019/09/16
104,27,738,2019/09/16
2187,41,301,2019/09/16
3126,93,932,2019/09/15
2291,34,338,2019/09/15
2369,11,297,2019/09/15
3123,66,323,2019/09/15
4353,45,708,2019/09/15
182,29,444,2019/09/14
2767,55,33,2019/09/14
4840,5,301,2019/09/14
3938,6,519,2019/09/13
345,66,668,2019/09/13
4975,87,442,2019/09/13
4098,96,849,2019/09/13
1635,93,229,2019/09/13
633,37,535,2019/09/12
2140,34,459,2019/09/12
4377,6,606,2019/09/12
4524,8,859,2019/09/11
4400,60,78,2019/09/11
2730,7,177,2019/09/10
1674,5,58,2019/09/10
